NM_CANDIDATO;NR_CANDIDATO;CD_CARGO;DS_CARGO;CD_GRAU_INSTRUCAO;DS_OCUPACAO;CD_OCUPACAO;CD_GENERO;sigla;ano
MARIA ELIZA ALVES DA SILVA;25;11;PREFEITO;8;MÉDICO;111;4;AL;2000
JOAO SEBASTIAO DA SILVA;28;11;PREFEITO;7;TRABALHADOR AGRÍCOLA;601;2;AL;2000
JOSE LINO DA SILVA;22;11;PREFEITO;0;NÃO INFORMADA;0;2;AL;2000
MARIA HELENA CASTRO JATOBA LINS;45;11;PREFEITO;8;ADVOGADO;131;4;AL;2000
FLAVIUS FLAUBERT PIMENTEL TORRES;45;11;PREFEITO;5;PROPRIETÁRIO DE ESTABELECIMENTO AGRÍCOLA, DA PECUÁRIA E FLORESTAL;901;2;AL;2000
JOSÉ LOPES DE ALBUQUERQUE;12;11;PREFEITO;5;NÃO INFORMADA;0;2;AL;2000
JOÃO JOSÉ PEREIRA FILHO;25;11;PREFEITO;6;NÃO INFORMADA;0;2;AL;2000
WLADIMIR CHAVES DE BRITO;15;11;PREFEITO;8;OUTROS;999;2;AL;2004
JORGE NIVALDO RIBEIRO DE ALBUQUERQUE;25;11;PREFEITO;4;OUTROS;999;2;AL;2004
TEREZINHA BARBOSA DE ARAUJO SILVA;22;11;PREFEITO;6;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;4;AL;2004
REGINALDO MATIAS DA SILVA;45;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
LUCIANO RUFINO DA SILVA;22;11;PREFEITO;3;AGRICULTOR;601;2;AL;2004
JULIANA LOPES DE FARIAS ALMEIDA;15;11;PREFEITO;8;ADVOGADO;131;4;AL;2004
SILOÉ DE OLIVEIRA MOURA;40;11;PREFEITO;4;AGRICULTOR;601;2;AL;2004
VÂNIA OITICICA PINTO GUEDES DE PAIVA;15;11;PREFEITO;8;EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;161;4;AL;2004
RENILDE SILVA BULHÕES BARROS;14;11;PREFEITO;8;MEDICO;111;4;AL;2004
AMARA CRISTINA DA SOLIDADE;14;11;PREFEITO;6;AGRICULTOR;601;4;AL;2004
MARCIUS BELTRÃO SIQUEIRA;40;11;PREFEITO;7;OUTROS;999;2;AL;2004
FRANCISCO LUIZ DE ALBUQUERQUE;14;11;PREFEITO;6;AGRICULTOR;601;2;AL;2004
MARCOS JOSE DIAS VIANA;14;11;PREFEITO;8;EMPRESARIO;257;2;AL;2004
MARCOS ANTONIO DOS SANTOS;45;11;PREFEITO;8;ADVOGADO;131;2;AL;2004
BEROALDO RUFINO DA SILVA;40;11;PREFEITO;4;AGRICULTOR;601;2;AL;2004
AUDÁLIO DE VASCONCELOS HOLANDA;45;11;PREFEITO;3;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
JOSÉ MAURÍCIO TENÓRIO;14;11;PREFEITO;8;ADVOGADO;131;2;AL;2004
JOÃO DE PAULA GOMES NETO;40;11;PREFEITO;8;AGRICULTOR;601;2;AL;2004
JOSÉ CARRILHO PEDROSA;14;11;PREFEITO;8;AGRONOMO;103;2;AL;2004
JOSE HERMES DE LIMA;14;11;PREFEITO;8;NÃO INFORMADA;0;2;AL;2004
MARCELO SILVA DE LIMA;12;11;PREFEITO;6;JORNALISTA E REDATOR;171;2;AL;2004
ANTÔNIO JORGE RODRIGUES;15;11;PREFEITO;6;NÃO INFORMADA;0;2;AL;2004
MAXWELL TENÓRIO CAVALCANTE;40;11;PREFEITO;7;AGRICULTOR;601;2;AL;2004
INACIO LOIOLA DAMASCENO FREITAS;45;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
EUDÓCIA MARIA HOLANDA DE ARAÚJO CALDAS;22;11;PREFEITO;8;MEDICO;111;4;AL;2004
GERALDO NOVAIS AGRA FILHO;15;11;PREFEITO;4;NÃO INFORMADA;0;2;AL;2004
VALMINEIDE VILAR MALTA BRANDAO;40;11;PREFEITO;6;NÃO INFORMADA;0;4;AL;2004
ALBERICO CORDEIRO DA SILVA;14;11;PREFEITO;7;JORNALISTA E REDATOR;171;2;AL;2004
ANGELA MARIA LIRA DE JESUS GARROTE;11;11;PREFEITO;7;NÃO INFORMADA;0;4;AL;2004
ROSIANE DOS SANTOS;15;11;PREFEITO;6;OCUPANTE DE CARGO EM COMISSAO;291;4;AL;2004
DJALMA GUTTEMBERG SIQUEIRA BREDA;14;11;PREFEITO;8;MEDICO;111;2;AL;2004
JOSÉ RAIMUNDO DE ALBUQUERQUE TAVARES;40;11;PREFEITO;8;OUTROS;999;2;AL;2004
JOSÉ PETRÚCIO OLIVEIRA BARBOSA;14;11;PREFEITO;3;AGRICULTOR;601;2;AL;2004
JOSE MAYNART TENORIO;14;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2004
CÍCERO CAVALCANTI DE ARAÚJO;12;11;PREFEITO;6;NÃO INFORMADA;0;2;AL;2004
JOSE JADSON PEDRO DE FARIAS;23;11;PREFEITO;6;COMERCIANTE;169;2;AL;2004
BRUNO GUSTAVO ARAÚJO LOUREIRO;33;11;PREFEITO;7;ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;931;2;AL;2004
JOSÉ CÍCERO SOARES DE ALMEIDA;12;11;PREFEITO;6;LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA;166;2;AL;2004
JOSÉ ANTONIO CAVALCANTE;45;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;AL;2004
JENNISON OLIVEIRA DE LIMA;22;11;PREFEITO;7;SERVIDOR PUBLICO ESTADUAL;297;2;AL;2004
MARIA NILZA DOS SANTOS CORREIA;40;11;PREFEITO;3;OUTROS;999;4;AL;2004
JOSÉ EMÍLIO TENÓRIO BARROS;40;11;PREFEITO;2;AGRICULTOR;601;2;AL;2004
VALDECI FERREIRA DE ASSIS;40;11;PREFEITO;8;NÃO INFORMADA;0;2;AL;2004
ARNALDO HIGINO LESSA;14;11;PREFEITO;3;NÃO INFORMADA;0;2;AL;2004
PÉRICLES VASCONCELOS BRANDÃO DE ALMEIDA;40;11;PREFEITO;8;PRODUTOR AGROPECUARIO;234;2;AL;2004
ANTONIO PALMERY MELO NETO;40;11;PREFEITO;7;AGRICULTOR;601;2;AL;2004
JOSÉ REINALDO DE SÁ FALCÃO;40;11;PREFEITO;8;AGRONOMO;103;2;AL;2004
MARCELO RICARDO VASCONCELOS LIMA;40;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
REGINALDO JOSE DE ANDRADE;23;11;PREFEITO;6;SERVIDOR PUBLICO ESTADUAL;297;2;AL;2004
MARX BELTRÃO LIMA SIQUEIRA;15;11;PREFEITO;7;AGRICULTOR;601;2;AL;2004
MOACIR VIEIRA DA SILVA;11;11;PREFEITO;6;COMERCIANTE;169;2;AL;2004
DAVID RAMOS DE BARROS;14;11;PREFEITO;7;ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;931;2;AL;2004
RENATO ALVES COSTA;40;11;PREFEITO;3;OUTROS;999;2;AL;2004
PAULO SURUAGY DO AMARAL DANTAS;15;11;PREFEITO;7;EMPRESARIO;257;2;AL;2004
JOSE LUCIANO BARBOSA DA SILVA;15;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
MARCIA COUTINHO NOGUEIRA DE ALBUQUERQUE;14;11;PREFEITO;8;ADVOGADO;131;4;AL;2004
JOSÉ EDMUNDO DÂMASO BARROS;45;11;PREFEITO;6;PECUARISTA;602;2;AL;2004
ARLENE CAVALCANTE DA COSTA;11;11;PREFEITO;8;ODONTOLOGO;115;4;AL;2004
FERNANDO JOSÉ DE ARAÚJO LOU;13;11;PREFEITO;6;COMERCIANTE;169;2;AL;2004
JAIR LIRA SOARES;33;11;PREFEITO;7;ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;931;2;AL;2004
JORGE LUIZ GONZAGA AMORIM;45;11;PREFEITO;8;MEDICO;111;2;AL;2004
ELOI DA SILVA;14;11;PREFEITO;2;AGRICULTOR;601;2;AL;2004
MARCELO MARCOS ROCHA SOUTO;22;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;2;AL;2004
MANUILSON ANDRADE SANTOS;40;11;PREFEITO;7;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
JARBAS MAYA DE OMENA FILHO;45;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2004
MARCOS ANTONIO DE ALMEIDA;40;11;PREFEITO;8;COMERCIANTE;169;2;AL;2004
JOSE ALCÂNTARA JÚNIOR;11;11;PREFEITO;7;PECUARISTA;602;2;AL;2004
VASCO RUFINO DA SILVA;45;11;PREFEITO;2;AGRICULTOR;601;2;AL;2004
ROSEANE JATOBA LINS;15;11;PREFEITO;6;EMPRESARIO;257;4;AL;2004
JOSE AILTON NOGUEIRA MOTA;40;11;PREFEITO;6;OUTROS;999;2;AL;2004
ERALDO CAVALCANTE SILVA;15;11;PREFEITO;8;MEDICO;111;2;AL;2004
JOSE PACHECO FILHO;11;11;PREFEITO;8;MEDICO;111;2;AL;2004
AMARO JORGE MARQUES DA SILVA;23;11;PREFEITO;6;EMPRESARIO;257;2;AL;2004
PAULO ROBERTO PEREIRA DE ARAÚJO;23;11;PREFEITO;6;PECUARISTA;602;2;AL;2004
CARLOS EDUARDO BALTAR MAIA;14;11;PREFEITO;8;NÃO INFORMADA;0;2;AL;2004
TEREZA DA FATIMA BARBOSA CEDRIM;56;11;PREFEITO;8;MEDICO;111;4;AL;2004
NEIWTON SILVA;40;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
JOSÉ DANILO DAMASO DE ALMEIDA;15;11;PREFEITO;3;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
VERALDINO APOLINÁRIO DOS SANTOS;45;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
ANTONIO CARLOS LIMA REZENDE;14;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;2;AL;2004
MARÇAL PRADO DE MORAES BERNADO;45;11;PREFEITO;8;MEDICO;111;2;AL;2004
FABIO APOSTOLO DE LIRA;33;11;PREFEITO;6;AGRICULTOR;601;2;AL;2004
ALAY CORREIA DE AMORIM;40;11;PREFEITO;8;NÃO INFORMADA;0;2;AL;2004
MARCOS PAULO DO NASCIMENTO;15;11;PREFEITO;6;EMPRESARIO;257;2;AL;2004
JAILTON MATIAS DE AZEVEDO;40;11;PREFEITO;4;COMERCIANTE;169;2;AL;2004
CARLOS EURICO LEÃO E LIMA;15;11;PREFEITO;6;COMERCIANTE;169;2;AL;2004
JOSÉ ROBÉRIO BARBOSA DA SILVA;14;11;PREFEITO;7;FISCAL;213;2;AL;2004
JOÃO PINHEIRO DOS SANTOS;45;11;PREFEITO;3;MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;531;2;AL;2004
WELLINGTON DAMASCENO FREITAS;15;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
JOSÉ ROGÉRIO CAVALCANTE FARIAS;23;11;PREFEITO;6;EMPRESARIO;257;2;AL;2004
CARLOS HENRIQUE FONTAN CAVALCANTI MANSO;12;11;PREFEITO;8;NÃO INFORMADA;0;2;AL;2004
ROSIANA LIMA BELTRAO SIQUEIRA;15;11;PREFEITO;8;CONTADOR;124;4;AL;2004
MARIA ROME BIANOR;23;11;PREFEITO;8;EMPRESARIO;257;4;AL;2004
JOSÉ RENAN VASCONCELOS CALHEIROS FILHO;15;11;PREFEITO;8;ECONOMISTA;121;2;AL;2004
MARIA APARECIDA FERREIRA RODRIGUES SILVA;45;11;PREFEITO;6;NÃO INFORMADA;0;4;AL;2004
JOSÉ PEDRO DOS SANTOS VIEIRA COSTA;13;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2004
DERALDO ROMÃO DE LIMA;14;11;PREFEITO;4;OUTROS;999;2;AL;2004
JOÃO JOSÉ PEREIRA FILHO;45;11;PREFEITO;6;AGRICULTOR;601;2;AL;2004
CARLOS ANDRÉ PAES BARRETO DOS ANJOS;23;11;PREFEITO;8;OUTROS;999;2;AL;2004
VALTER DOS SANTOS CANUTO;23;11;PREFEITO;8;ODONTOLOGO;115;2;AL;2004
CLEOVAN FLORENTINO DE ALMEIDA;40;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;AL;2004
JOSÉ LUCIANO BARBOSA DA SILVA;15;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2008
MARIA RITA BOMFIM EVANGELISTA;14;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;AL;2008
CICERO FERREIRA DA SILVA;65;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
RENILDE SILVA BULHÕES BARROS;14;11;PREFEITO;8;MÉDICO;111;4;AL;2008
OZIEL ALVES DE BARROS;70;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
JOSE EVERALDO ALVES BARBOSA;33;11;PREFEITO;7;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;394;2;AL;2008
DALMO MOREIRA SANTANA JUNIOR;40;11;PREFEITO;7;EMPRESÁRIO;257;2;AL;2008
ANTÔNIO COSTA BORGES NETO;45;11;PREFEITO;4;VEREADOR;278;2;AL;2008
MARCELO RICARDO VASCONCELOS LIMA;15;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2008
CARLOS ANDRE PAES BARRETO DOS ANJOS;22;11;PREFEITO;8;PREFEITO;275;2;AL;2008
MARCELO BELTRÃO SIQUEIRA;14;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2008
ELOI DA SILVA;20;11;PREFEITO;2;PREFEITO;275;2;AL;2008
RENATO TADEU FRAGOSO E SILVA;14;11;PREFEITO;8;EMPRESÁRIO;257;2;AL;2008
BUENO HIGINO DA SILVA;11;11;PREFEITO;5;EMPRESÁRIO;257;2;AL;2008
ARESKI DAMARA DE OMENA FREITAS JUNIOR;14;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
EUDÓCIA MARIA HOLANDA DE ARAÚJO CALDAS;11;11;PREFEITO;8;MÉDICO;111;4;AL;2008
EDVANIA FARIAS QUIRINO COSTA;11;11;PREFEITO;6;DONA DE CASA;581;4;AL;2008
JAIR LIRA SOARES;20;11;PREFEITO;7;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;2;AL;2008
ATEVALDO CABRAL SILVA;15;11;PREFEITO;6;PROFESSOR DE ENSINO FUNDAMENTAL;265;2;AL;2008
JASSON SILVA GONÇALVES;45;11;PREFEITO;8;MÉDICO;111;2;AL;2008
ANTONIO LINS DE SOUZA FILHO;40;11;PREFEITO;6;VEREADOR;278;2;AL;2008
EDNALDO ALMEIDA COSTA;12;11;PREFEITO;5;OUTROS;999;2;AL;2008
JOSÉ CÍCERO SOARES DE ALMEIDA;11;11;PREFEITO;6;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;166;2;AL;2008
CRISTIANO MATHEUS DA SILVA E SOUSA;15;11;PREFEITO;8;JORNALISTA E REDATOR;171;2;AL;2008
RITA COIMBRA CERQUEIRA TENORIO;33;11;PREFEITO;8;EMPRESÁRIO;257;4;AL;2008
CÁSSIO ALEXANDRE REIS DE AMORIM URTIGA;12;11;PREFEITO;6;OUTROS;999;2;AL;2008
JOSEDALVA DOS SANTOS LIMA;15;11;PREFEITO;8;SERVIDOR PÚBLICO FEDERAL;296;4;AL;2008
JOSÉ MAURÍCIO TENÓRIO;14;11;PREFEITO;8;INDUSTRIAL;206;2;AL;2008
JOÃO PINHEIRO DOS SANTOS;45;11;PREFEITO;3;MOTORISTA PARTICULAR;537;2;AL;2008
MAYKON BELTRÃO LIMA SIQUEIRA;15;11;PREFEITO;7;OUTROS;999;2;AL;2008
ROBERTO FERREIRA WANDERLEY;15;11;PREFEITO;6;PECUARISTA;602;2;AL;2008
QUITERIA BERTO DO NASCIMENTO;11;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;AL;2008
DAVID RAMOS DE BARROS;14;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2008
ROZINEIDE BARBOSA DE ARAÚJO CAMILO;45;11;PREFEITO;6;SERVIDOR PÚBLICO MUNICIPAL;298;4;AL;2008
ARNALDO HIGINO LESSA;14;11;PREFEITO;4;PREFEITO;275;2;AL;2008
OBERDAN TENÓRIO BRANDÃO;33;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;2;AL;2008
ANTONIO EDUARDO BARBOSA AMARAL;14;11;PREFEITO;8;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;2;AL;2008
MAILSON DE MENDONÇA LIMA;22;11;PREFEITO;7;PREFEITO;275;2;AL;2008
ADALBERTO PAIVA VERÇOSA JUNIOR;45;11;PREFEITO;6;COMERCIANTE;169;2;AL;2008
ROSIANE SANTOS;15;11;PREFEITO;7;PREFEITO;275;4;AL;2008
MARCOS ANTONIO DOS SANTOS;14;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
FLAUBERT TORRES FILHO;14;11;PREFEITO;6;DEPUTADO;277;2;AL;2008
SÂNIA TEREZA PALMEIRA BARROS TEIXEIRA;13;11;PREFEITO;7;PROFESSOR DE ENSINO MÉDIO;266;4;AL;2008
AMARO GUIMARÃES DA ROCHA JÚNIOR;14;11;PREFEITO;7;AGRICULTOR;601;2;AL;2008
JOSÉ HERMES DE LIMA;14;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
REGINALDO JOSÉ DE ANDRADE;14;11;PREFEITO;6;PREFEITO;275;2;AL;2008
VALMINEIDE VILAR MALTA BRANDÃO;33;11;PREFEITO;6;DONA DE CASA;581;4;AL;2008
MARCIO FIDELSON MENEZES GOMES;20;11;PREFEITO;8;COMERCIANTE;169;2;AL;2008
EVAL DE OLIVEIRA SILVA;65;11;PREFEITO;6;SERVIDOR PÚBLICO FEDERAL;296;2;AL;2008
TELMA DE SANTANA SILVA;11;11;PREFEITO;6;MANICURE E MAQUILADOR;513;4;AL;2008
JOSÉ JACOB GOMES BRANDÃO;11;11;PREFEITO;7;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;2;AL;2008
MARX BELTRAO LIMA SIQUEIRA;15;11;PREFEITO;8;PREFEITO;275;2;AL;2008
FABIO CESAR JATOBA;45;11;PREFEITO;7;AGRICULTOR;601;2;AL;2008
ANA RENATA DA PURIFICAÇÃO MORAES;15;11;PREFEITO;7;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;4;AL;2008
JOSE ERNESTO SILVA JUNIOR;11;11;PREFEITO;4;AGRICULTOR;601;2;AL;2008
LUIZ CARLOS COSTA;10;11;PREFEITO;3;EMPRESÁRIO;257;2;AL;2008
VÂNIA BRANDÃO MAYA DE OMENA;45;11;PREFEITO;6;AGRICULTOR;601;4;AL;2008
PEDRO HENRIQUE DE JESUS PEREIRA;45;11;PREFEITO;6;AGRICULTOR;601;2;AL;2008
ANTONIO PALMERY MELO NETO;14;11;PREFEITO;7;PREFEITO;275;2;AL;2008
JAMES MARLAN FERREIRA BARBOSA;11;11;PREFEITO;8;ADVOGADO;131;2;AL;2008
ANGELA MARIA LIRA DE JESUS GARROTE;11;11;PREFEITO;7;COMERCIANTE;169;4;AL;2008
JOSÉ MÁRCIO TENÓRIO DE MELO;20;11;PREFEITO;8;MÉDICO;111;2;AL;2008
ALEXANDRE DE MELO TOLEDO;45;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2008
JEAN FABIO BRAGA CORDEIRO;11;11;PREFEITO;6;COMERCIANTE;169;2;AL;2008
AMARA CRISTINA DA SOLIDADE;11;11;PREFEITO;7;PREFEITO;275;4;AL;2008
RONEY TADEU VALENÇA SILVA;23;11;PREFEITO;8;EMPRESÁRIO;257;2;AL;2008
JAMES SAMPAIO CALADO MONTEIRO;45;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2008
BRUNO GUSTAVO ARAÚJO LOUREIRO;15;11;PREFEITO;8;COMERCIANTE;169;2;AL;2008
FRANCISCO LUIZ DE ALBUQUERQUE;14;11;PREFEITO;7;PREFEITO;275;2;AL;2008
MARCOS JOSE DIAS VIANA;14;11;PREFEITO;8;PREFEITO;275;2;AL;2008
CARLOS EURICO LEÃO E LIMA;15;11;PREFEITO;7;TÉCNICO EM AGRONOMIA E AGRIMENSURA;153;2;AL;2008
JOSE PACHECO FILHO;11;11;PREFEITO;8;MÉDICO;111;2;AL;2008
JOÃO DE PAULA GOMES NETO;11;11;PREFEITO;8;MÉDICO;111;2;AL;2008
AMARO GILVAN DE CARVALHO;70;11;PREFEITO;5;APOSENTADO (EXCETO SERVIDOR PÚBLICO);923;2;AL;2008
ITALO SURUAGY DO AMARAL;33;11;PREFEITO;8;MÉDICO;111;2;AL;2008
JOSÉ JADSON PEDRO DE FARIAS;33;11;PREFEITO;6;PREFEITO;275;2;AL;2008
MELLINA TORRES FREITAS;15;11;PREFEITO;8;ESCRITOR E CRÍTICO;185;4;AL;2008
JOSE GUALBERTO PEREIRA;45;11;PREFEITO;4;MILITAR REFORMADO;921;2;AL;2008
BEROALDO RUFINO DA SILVA;12;11;PREFEITO;6;AGRICULTOR;601;2;AL;2008
ALAY CORREIA DE AMORIM;15;11;PREFEITO;8;VETERINÁRIO;112;2;AL;2008
MARIA DO SOCORRO CARDOSO FERRO;45;11;PREFEITO;6;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;AL;2008
SILVANA MARIA CAVALCANTE DA COSTA PINTO;11;11;PREFEITO;8;PSICÓLOGO;132;4;AL;2008
ANTÔNIO LIMA DE ARAÚJO;12;11;PREFEITO;3;PRODUTOR AGROPECUÁRIO;234;2;AL;2008
MARIA CICERA MENDONÇA CASADO;14;11;PREFEITO;7;SERVIDOR PÚBLICO MUNICIPAL;298;4;AL;2008
JARBAS PEREIRA RICARDO;45;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2008
AMARO JORGE MARQUES DA SILVA;11;11;PREFEITO;7;EMPRESÁRIO;257;2;AL;2008
MARCOS ANTONIO DE ALMEIDA;40;11;PREFEITO;8;PREFEITO;275;2;AL;2008
SILOÉ DE OLIVEIRA MOURA;20;11;PREFEITO;4;AGRICULTOR;601;2;AL;2008
MARCIO JOSE DA FONSECA LYRA;11;11;PREFEITO;5;PECUARISTA;602;2;AL;2008
FERNANDO SOARES PEREIRA;25;11;PREFEITO;4;EMPRESÁRIO;257;2;AL;2008
FABIO APOSTOLO DE LIRA;14;11;PREFEITO;6;PREFEITO;275;2;AL;2008
JOSE ALCANTARA JUNIOR;11;11;PREFEITO;6;EMPRESÁRIO;257;2;AL;2008
JOSE RODRIGUES GOMES;15;11;PREFEITO;4;PECUARISTA;602;2;AL;2008
JORGINALDO VIEIRA DE MENESES;11;11;PREFEITO;3;AGRICULTOR;601;2;AL;2008
GERALDO NOVAIS AGRA FILHO;15;11;PREFEITO;6;PRODUTOR AGROPECUÁRIO;234;2;AL;2008
FRANCISCO DE OLIVEIRA SILVA;40;11;PREFEITO;8;OPERADOR DE COMPUTADOR;224;2;AL;2008
NEIWTON SILVA;40;11;PREFEITO;8;AGRICULTOR;601;2;AL;2008
JOSÉ MAYNART TENÓRIO;15;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2008
PAULO SURUAGY DO AMARAL DANTAS;15;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2008
MOACIR VIEIRA DA SILVA;11;11;PREFEITO;6;PREFEITO;275;2;AL;2008
ANTONIO AVANIO FEITOSA;11;11;PREFEITO;7;FISCAL;213;2;AL;2008
JOSÉ RENAN VASCONCELOS CALHEIROS FILHO;15;11;PREFEITO;8;ECONOMISTA;121;2;AL;2008
JOSÉ GILDO RODRIGUES SILVA;20;11;PREFEITO;8;COMERCIANTE;169;2;AL;2008
ANTONIO DE ARAUJO BARROS;45;11;PREFEITO;3;AGRICULTOR;601;2;AL;2008
MANOEL MARQUES JUNIOR;55;11;PREFEITO;3;AGRICULTOR;601;2;AL;2012
ALBANI SANDES GOMES;15;11;PREFEITO;8;OUTROS;999;4;AL;2012
MANOEL GERAERTES ALVES CRUZ;70;11;PREFEITO;7;COMERCIANTE;169;2;AL;2012
ERALDO PEDRO DA SILVA;15;11;PREFEITO;2;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;532;2;AL;2012
JOSE CICERO VIEIRA;13;11;PREFEITO;4;AGRICULTOR;601;2;AL;2012
BRUNO ALBUQUERQUE DE FARIAS SANTOS;14;11;PREFEITO;8;ADMINISTRADOR;125;2;AL;2012
MARIA SANTANA MARIANO SILVA CAMPOS;14;11;PREFEITO;6;EMPRESÁRIO;257;4;AL;2012
JOSÉ MEDEIROS NICOLAU;11;11;PREFEITO;7;EMPRESÁRIO;257;2;AL;2012
ELIANE SILVA LISBOA;13;11;PREFEITO;7;AGENTE ADMINISTRATIVO;292;4;AL;2012
JOSÉ PAULINO ACIOLY DE ARAUJO;55;11;PREFEITO;4;VEREADOR;278;2;AL;2012
LUIZ CARLOS COSTA;15;11;PREFEITO;4;EMPRESÁRIO;257;2;AL;2012
PEDRO HENRIQUE DE JESUS PEREIRA;45;11;PREFEITO;6;PREFEITO;275;2;AL;2012
CARLOS ANTÔNIO DE MORAES E LIMA FILHO;15;11;PREFEITO;6;COMERCIANTE;169;2;AL;2012
NEWBERTO RONALD LIMA DAS NEVES;44;11;PREFEITO;4;COMERCIANTE;169;2;AL;2012
REMI VASCONCELOS CALHEIROS;15;11;PREFEITO;6;PREFEITO;275;2;AL;2012
SEBASTIAO ANTONIO DA SILVA;10;11;PREFEITO;4;EMPRESÁRIO;257;2;AL;2012
JAMES RIBEIRO SAMPAIO CALADO MONTEIRO;45;11;PREFEITO;8;PREFEITO;275;2;AL;2012
MANOEL DA SILVA OLIVEIRA;14;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;AL;2012
CARLOS LUIZ MARTINS MARQUES;14;11;PREFEITO;6;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;151;2;AL;2012
JOÃO PEREIRA DA SILVA;13;11;PREFEITO;6;OUTROS;999;2;AL;2012
JOSE AUGUSTO ROCHA SOUZA;23;11;PREFEITO;6;PREFEITO;275;2;AL;2012
JOSÉ JACOB GOMES BRANDÃO;11;11;PREFEITO;6;PECUARISTA;602;2;AL;2012
CARLOS ALBERTO MOREIRA DE MENDONÇA CANUTO;15;11;PREFEITO;8;EMPRESÁRIO;257;2;AL;2012
MANOEL COSTA TENÓRIO;45;11;PREFEITO;8;ENGENHEIRO;101;2;AL;2012
MARIA SUZANICE HIGINO BAHE;11;11;PREFEITO;8;DONA DE CASA;581;4;AL;2012
AMARO GILVAN DE CARVALHO;70;11;PREFEITO;5;PREFEITO;275;2;AL;2012
RONEY TADEU VALENÇA SILVA;15;11;PREFEITO;8;EMPRESÁRIO;257;2;AL;2012
JOSÉ MARIO DA SILVA;43;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;2;AL;2012
JOSE GILDO RODRIGUES SILVA;20;11;PREFEITO;7;COMERCIANTE;169;2;AL;2012
